Terminal,RT,Data,Leve,Moderada,Grave,Processo,Rancho outras não conformidades,RT do material não programada,Peso não conforme (dentro do dimensionamento),Dados divergentes/Faltantes,Outros - Leve,Material faltando etiqueda de identificação,Material faltando ficha de emergência,Rancho com temperatura não conforme,Eslinga com comprimento fora do padrão,Lacre faltante / Danificado / Divergente,Contentor/Equip. inadequado,Outros - Moderado,Ausência de eslingas,Eslinga a vencer (LOAD),Químico RT carga comum,Radioativo com identificação inadequada,explosivo com identificação inadequada,Peso não conforme (fora do dimensional),Contentor/Equip. danificado - com risco,Contentor/Equip. sem placa/ilegível,Acondicionamento inadequado,Manilha não conforme,Bobina com avaria (ancoragem),Eslinga danificada,Contentor/Equip. vencido,Vazamento de material/produto,Material não unitizado,Eslinga vencidda,Drops,Eslinga sem etiqueta,Outros - Grave,Embarcação,Tipo de Equipamento,Descrição da Não Conformidade,Parecer da Fiscalização,Equipamento,Apeação,Assinado
Publico,323723785,01/02/2024,Não,Não,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,nan,nan, MATERIAL DESEMBARCOU COM A MACANETA QUEBRADA PARECER FISCALIZAÇÃO Peso não conforme (dentro do Rancho outras não conformidades dimensionamento), Peso não conforme (dentro do Rancho outras não conformidades dimensionamento) RT do material não programada Dados divergentes/Faltantes,nan,Não,Sim
Publico,323652568,01/02/2024,Não,Não,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,BRAM HERO,nan, MATERIAL SEM PLAQUETA DE IDENTIFICAÇÃO DA ESLINGA,,nan,Não,Sim
Publico,323645035,01/02/2024,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAVE CETAURUS,nan, MATERIAL DESEMBARCOU SEM LACRE. MATERIAL SE ENCONTRA COM LACRE TRIUNFO (000711),,nan,Não,Sim
Publico,508659851,01/02/2024,Não,Não,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,,,, o container trata-se de extensão de convés Peso não conforme (dentro do Dados divergentes/Faltantes Contentor/Equip. a vencer (LOAD),nan,Não,Sim
Publico,323722358,01/02/2024,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,nan,nan, CONTENTOR COM VAZAMENTO PARECER FISCALIZAÇÃO MITIGAR O LOCAL E COLOCAR O CONTENTOR NA CESTA DE CONTENÇÃO. Peso não conforme (dentro do dimensionamento), MITIGAR O LOCAL E COLOCAR O CONTENTOR NA CESTA DE CONTENÇÃO. Peso não conforme (dentro do dimensionamento) Dados divergentes/Faltantes,nan,Não,Sim
Privado,323759229,2024-02-01 00:00:00,Não,Sim,Não,,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,"PINGUI,",CONT MLTU 2905363, Eslinga com comprimento fora do padrão .,,nan,Não,Não
Privado,323806944,2024-02-20 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,STARNAV CIRCINUS,SKID," MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM A APEAÇÃO INCORRETA, PROPORCIONANDO RISCO NO MOMENTO DA MOVIMENTAÇÃO.",,nan,Sim,Não
Privado,323811394,2024-02-20 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,CBO OCEANA,SKID CISA," MATERIAL FORA DO PADRÃO. O MESMO ENCONTRA-SE MAL APEADO, O MESMO RETORNOU PARA EMBARCAÇÃO.",,nan,Sim,Não
Privado,323720525.5,2024-01-23 00:00:00,Não,Não,Sim,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CBO OCEANA,CAIXA METALICA , CONTENTOR DESEMBARCOU COM A TAMPA AVARIADA,,nan,Não,Não
Privado,323701975 - ITEM 1.1,2024-02-13 00:00:00,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CAMPOS CARRIER,TANQUE, MATERIAL DESEMBARCOU SEM PLAQUETA DA ESLINGA,,nan,Não,Não
Privado,323822200 - 1/2,2024-02-20 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CBO OCEANA,CONTAINER, MATERIAL DESEMBARCOU COM AVARIA NA LATERAL,,nan,Não,Não
Privado,323690798,2024-01-16 00:00:00,Não,Não,Sim,Load,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,SKID, CILINDROS APEADOS INCORRETAMENTE ,,nan,Sim,Não
Privado,323805273/1,2024-02-16 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,PETREL,CONTAINER, MATERIAL SEM PLAQUETA,,nan,Não,Não
Privado,323456877 (04/02),2023-11-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,," CARGA NÃO CONFORME, APRESENTA AS PORTAS DO GERADOR SEM TRAVAMENTO. AMARRADAS COM BARBANTE.",,nan,Não,Não
Privado,323768132   6/2,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,GNL 1008,CONTAINER, MATERIAL DESEMBARCOU COM  FERRO LATERAL SOLTANDO		,,nan,Não,Não
Privado,323456877 (04/02),2023-11-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,," CARGA NÃO CONFORME, APRESENTA AS PORTAS DO GERADOR SEM TRAVAMENTO. AMARRADAS COM BARBANTE.",,nan,Não,Não
Privado,323759236,2024-02-01 00:00:00,Não,Sim,Não,,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,"PINGUI,",CONT MLTU 2905363, Eslinga com comprimento fora do padrão .,,nan,Não,Não
Privado,323806875,2024-02-20 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,CBO OCEANA,SKID CISA," MATERIAL FORA DO PADRÃO. O MESMO ENCONTRA-SE MAL APEADO, O MESMO RETORNOU PARA EMBARCAÇÃO.",,nan,Sim,Não
Privado,323734786 - 1/2,2024-02-04 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,CIRCINUS,CAIXA DE MADEIRA," CAIXA DE MADEIRA NÃO VEIO A BORDO, OS CONTEÚDOS VIERAM DENTRO DE UM BAG CONFORME FOTOS ABAIXO",,nan,Não,Não
Privado,323663359,2024-01-15 00:00:00,Não,Não,Não,Load,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,PINGUIM,CESTA," PODEMOS IDENTIFICAR QUE A CESTA ESTÁ COM A ESLINGA POR DENTRO, O QUE IMPOSSIBILITOU O DESCARREGAMENTO. ",,nan,Não,Não
Privado,323572411  2 / 1,2023-12-14 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,UNIDADE SLIKLINE, PORTÃO NÃO ESTÁ FECHANDO,,nan,Não,Não
Privado,323734786 - 1/2,2024-02-04 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,CIRCINUS,CAIXA DE MADEIRA," CAIXA DE MADEIRA NÃO VEIO A BORDO, OS CONTEÚDOS VIERAM DENTRO DE UM BAG CONFORME FOTOS ABAIXO",,nan,Não,Não
Privado,323755111   1/1  ,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,FULMAR,CESTA, MATERIAL DESEMBARCOU COM  CONTEÚDOS  DE DENTRO SOLTOS 					,,nan,Não,Não
Privado,3237411385 1;1,2024-01-25 00:00:00,Não,Não,Sim,Load,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER, ESLINGA SEM PLAQUETA ,,nan,Não,Não
Privado,323747246  1/1  ,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,GNL 1008,CAIXA METALICA, MATERIAL COM TAMPA DANIFICADA E CONTEUDO DE DENTRO EXPOSTO	,,nan,Não,Não
Privado,323701975 - ITEM 1.1,2024-02-13 00:00:00,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CAMPOS CARRIER,TANQUE, MATERIAL DESEMBARCOU SEM PLAQUETA DA ESLINGA,,nan,Não,Não
Privado,323722012 - 1/3,2024-01-27 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,CONT NHJU, MATERIAL PARA DESCARREGAMENTO COM A DESCRIÇÃO DIVERGENTE - DOCUMENTO E FÍSICO,,nan,Não,Não
Privado,323804979,2024-02-20 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,STARNAV CIRCINUS,CONT.SODEXO, MATERIAL FORA DO PADRÃO. O MESMO ENCONTRA-SE SEM A PLAQUETA DA ESLINGA.,,nan,Não,Não
Privado,323747246  1/1  ,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,GNL 1008,CAIXA METALICA, MATERIAL COM TAMPA DANIFICADA E CONTEUDO DE DENTRO EXPOSTO	,,nan,Não,Não
Privado,323754022 - 2/2,2024-02-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,PINGUIM,CONTAINER, MATERIAL DESEMBARCOU COM A BARRA DE PROTEÇÃO AVARIADA,,nan,Não,Não
Privado,323403461 1.2,2023-11-01 00:00:00,Não,Não,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV TAURUS,SKID CISA , MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM CILINDROS MAL APEADOS.,,nan,Sim,Não
Privado,323403461 1.2,2023-11-01 00:00:00,Não,Não,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV TAURUS,SKID CISA , MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM CILINDROS MAL APEADOS.,,nan,Sim,Não
Privado,323805273/1,2024-02-16 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,PETREL,CONTAINER, MATERIAL SEM PLAQUETA,,nan,Não,Não
Privado,323808878,2024-02-20 00:00:00,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV CIRCINUS,CAMARA CH , MATERIAL FORA DO PADRÃO. O MESMO ENCONTRA-SE COM A CHAPA AMASSADA.,,nan,Não,Não
Privado,323836489/1,2024-02-23 00:00:00,Sim,Não,Não,Recebimento,Não,Não,Não,Leve,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV PHOENIX,CAIXA," MATERIAL DIVERGENTE DO FISICO. NO AGENDAMENTO MATERIAL A SER RECEBIDO É CAIXA 0420216, POREM TROUXERAM UMA CESTA 0871216",,nan,Não,Não
Privado,323409056 (02/02),2023-11-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,,, MATERIAL COM ESLINGA VENCIDA (10/10/2023),,nan,Não,Não
Privado,323822200 - 1/2,2024-02-20 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CBO OCEANA,CONTAINER, MATERIAL DESEMBARCOU COM AVARIA NA LATERAL,,nan,Não,Não
Privado,323683746,2024-01-17 00:00:00,Sim,Não,Não,Recebimento,Não,Não,Não,Leve,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER, DESCRIÇÃO ESTÁ DIVERGENTE ENTRE RT E FÍSICO SEGUE IMAGENS ABAIXO,,nan,Não,Não
Privado,323722012 - 1/3,2024-01-27 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,CONT NHJU, MATERIAL PARA DESCARREGAMENTO COM A DESCRIÇÃO DIVERGENTE - DOCUMENTO E FÍSICO,,nan,Não,Não
Privado,323754022 - 2/2,2024-02-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,PINGUIM,CONTAINER, MATERIAL DESEMBARCOU COM A BARRA DE PROTEÇÃO AVARIADA,,nan,Não,Não
Privado,323403461 1.2,2023-11-01 00:00:00,Não,Não,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV TAURUS,SKID CISA , MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM CILINDROS MAL APEADOS.,,nan,Sim,Não
Privado,323770413/1,07.02.2024,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,BRAM BRASIL,CESTA, MATERIAL (TAMBORES DE OLEO) DENTRO DA CESTA VAZANDO,,nan,Não,Não
Privado,323836489/1,2024-02-23 00:00:00,Sim,Não,Não,Recebimento,Não,Não,Não,Leve,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,STARNAV PHOENIX,CAIXA," MATERIAL DIVERGENTE DO FISICO. NO AGENDAMENTO MATERIAL A SER RECEBIDO É CAIXA 0420216, POREM TROUXERAM UMA CESTA 0871216",,nan,Não,Não
Privado,323720525.5,2024-01-23 00:00:00,Não,Não,Sim,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CBO OCEANA,CAIXA METALICA , CONTENTOR DESEMBARCOU COM A TAMPA AVARIADA,,nan,Não,Não
Privado,323763869/7,06.02.2024,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CAMPOS CARRIER,CAÇAMBA, ESLINGA COM COMPRIMENTO FORA DO PADRÃO,,nan,Não,Não
Privado,323768132   6/2,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,GNL 1008,CONTAINER, MATERIAL DESEMBARCOU COM  FERRO LATERAL SOLTANDO		,,nan,Não,Não
Privado,323763869/7,06.02.2024,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,CAMPOS CARRIER,CAÇAMBA, ESLINGA COM COMPRIMENTO FORA DO PADRÃO,,nan,Não,Não
Privado,3237411385 1;1,2024-01-25 00:00:00,Não,Não,Sim,Load,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER, ESLINGA SEM PLAQUETA ,,nan,Não,Não
Privado,323770413/1,07.02.2024,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,BRAM BRASIL,CESTA, MATERIAL (TAMBORES DE OLEO) DENTRO DA CESTA VAZANDO,,nan,Não,Não
Privado,323775392 - 2/1,2024-02-06 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,CONTAINER, MATERIAL PARA DESCARREGAMENTO COM A PROBLEMA NO PAINEL E DIFICULDADE EM ARMAR QUANDO LIGADO,,nan,Não,Não
Privado,323775392 - 2/1,2024-02-06 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,CONTAINER, MATERIAL PARA DESCARREGAMENTO COM A PROBLEMA NO PAINEL E DIFICULDADE EM ARMAR QUANDO LIGADO,,nan,Não,Não
Privado,323409056 (02/02),2023-11-09 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,,, MATERIAL COM ESLINGA VENCIDA (10/10/2023),,nan,Não,Não
Privado,323409384 - ITEM 1.1,2023-10-27 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER OOGTK - 100FC-007, MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM A MAÇANETA DA PORTA AMASSADA.,,nan,Não,Não
Privado,323572411  2 / 1,2023-12-14 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,UNIDADE SLIKLINE, PORTÃO NÃO ESTÁ FECHANDO,,nan,Não,Não
Privado,323409384 - ITEM 1.1,2023-10-27 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER OOGTK - 100FC-007, MATERIAL FORA DO PADRÃO. MATERIAL ENCONTRA-SE COM A MAÇANETA DA PORTA AMASSADA.,,nan,Não,Não
Privado,323755111   1/1  ,2024-02-05 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,FULMAR,CESTA, MATERIAL DESEMBARCOU COM  CONTEÚDOS  DE DENTRO SOLTOS 					,,nan,Não,Não
Publico,323723695  9/1,2024-01-25 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,,,,,,Não,Não
Publico,323742277 - 01/01,2024-01-27 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BRAM BOA VISTA,CESTA," A validade da certificação das eslingas e contentores é de 12 meses, sendo que o prazo para autorização de embarque deve ser superior a 60 dias do vencimento. Quando o prazo de vencimento da certificação da eslinga ou do contentor (para embarque, reembarque, transbordo) for igual ou inferior a 60 dias, a carga não deve ser embarcada e o responsável pelo equipamento deve ser informado, a fim de providenciar a substituição da eslinga ou do contentor, ou a sua recertificação. Eslinga com prazo de vencimento para o dia 03/01/2024.",,nan,Não,Não
Publico,323702195.5,2024-01-24 00:00:00,Não,Não,Não,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,ORYX,Container , Eslinga fora do padrão!,,nan,Não,Não
Publico,323738343  11/2,2024-01-29 00:00:00,Não,Sim,Não,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,BARM BOA VISTA,SKID , MATERIAL SEM CONTRA PINO,,nan,Não,Não
Publico,323749510,2024-01-29 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,SOBUZ2,CESTA, DIMENSÃO DO CONTENTOR DIVERGENTE NO FÍSICO. A CESTA CONTÉM 21M E NA RT CONSTA 14M.,,nan,Não,Não
Publico,323709600 - 1/1 ,2024-01-22 00:00:00,Não,Não,Sim,,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,,CESTA MET, APÓS VERIFICAÇÃO NA AREA IDENTIFICOU-SE A ESLINGA FORA DA VALIDADE  22/01/2024 LON2,,nan,Não,Não
Publico,EXTENSÃO DE CONVÉS,23/012024,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,CBO CAROLINA,TANQUE 13176-7, CARGA DE TRANSBORDO DESEMBARCOU COM A ESLINGA VENCIDA: VÁLIDADE: 12/12/2023,,nan,Não,Não
Publico,323852912/1,2024-03-10 00:00:00,Não,Não,Sim,Backload,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,CBO CAROLINA,TANQUE, MATERIAL SEM CONTRA PINO,,nan,Não,Não
Publico,323722670-1/1,2024-01-23 00:00:00,Não,Não,Sim,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Grave,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,,,,,Não,Não
Publico,,2024-01-26 00:00:00,Não,Sim,Não,Recebimento,Não,Não,Não,Não,Não,Não,Não,Não,Moderada,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,CONTAINER," ESLINGA ULTRAPASSANDO A BOLSA DOS CONTAINERS FORA DO PADRÃO BR, CONFORME PE-2LEP-00144.",,nan,Não,Não
